Ontology ID	Curation notes	parent class	label	Equivalence axiom	Subclass axiom	definition	definition source	taxa	derives from	derives from (new term)	cross reference	Exact Synonym	Related synonym	Broad Synonym	Narrow Synonym	see also	curation status	comment	image	created	term contributor	term requested
FOODON:00005544	FOODON:00005272	silken tofu	super firm tofu			 A tofu that has minimal moisture and an extremely dense texture, ideal for grilling, frying, or baking while maintaining its shape.																USDA
FOODON:00005545	FOODON:00005273	silken tofu	silken extra firm tofu			A tofu that has a denser texture while retaining some creaminess.																USDA
FOODON:00005546	FOODON:00005274	silken tofu	silken lite firm tofu			 A tofu that has a lighter texture with reduced fat content, providing a balance of creaminess and firmness																USDA
FOODON:00005547	FOODON:00005275	silken tofu	silken lite extra firm tofu			A tofu that has the densest texture with reduced fat.																USDA
FOODON:00005548	FOODON:00005276	carob food product	Carob flour			A flour made from ground carob pod, which is the dried fruit of the carob tree (Ceratonia siliqua).																USDA
FOODON:00005549	FOODON:00005277	fruit powder	baobab powder			A powder made from the dried fruit pulp of the baobab tree (Adansonia spp).																USDA
FOODON:00005550	FOODON:00005278	fruit juice (liquid)	tart cherry juice			A fruit juice made from tart cherry.																USDA
	FOODON:00005279	pork meat food product	pork headcheese DUPLICATE OF pork head cheese			Headcheese made from pork.																USDA
FOODON:00005552	FOODON:00005280	fruit puree	raspberry puree			A puree made from raspberry.																USDA
FOODON:00005553	FOODON:00005281	bran cereal	oat bran cereal			A cereal that is made from the outer layer of the oat grain (the bran), which is separated from the endosperm and germ.																USDA
FOODON:00005554	FOODON:00005282	pastrami	turkey pastrami			Pastrami that is made from turkey meat																USDA
FOODON:00005555	FOODON:00005283	noodle	rice noodle			Noodles that are made from rice.																USDA
FOODON:00005556	FOODON:00005284	cornmeal	whole grain cornmeal			Cornmeal that is made by grinding the whole corn kernel, including the bran, germ, and endosperm.																
FOODON:00005557	FOODON:00005285	whole grain cornmeal|yellow cornmeal	whole grain yellow cornmeal			Cornmeal that is made by grinding the whole yellow corn kernel, including the bran, germ, and endosperm.																USDA
FOODON:00005558	FOODON:00005286	wheat cereal	wheat germ cereal			Wheat cereal made from the germ of the wheat kernel, which is the part of the grain that can sprout into a new wheat plant.																USDA
FOODON:00005559	FOODON:00005287	breakfast cereal (whole grain)|wheat cereal	whole wheat cereal			Breakfast cereal that is made from whole wheat grains that include all parts of the grain—the bran, germ, and endosperm.																USDA
FOODON:00005560	FOODON:00005288	pork sausage	pork sausage link			A pork sausage made from ground pork mixed with spices and seasonings, encased in a natural or synthetic casing to form individual cylindrical links.																USDA
FOODON:00005561	FOODON:00005289	pork sausage	pork sausage patty			A pork sausage made from ground pork mixed with spices and seasonings, formed into a flat, round disc shape without the use of a casing.																USDA
FOODON:00005562	FOODON:00005290	rice cereal food product	cream of rice			A finely ground rice cereal food product, that can be cooked with water or milk to form a smooth, creamy cereal. 																USDA
FOODON:00005563	FOODON:00005291	wheat cereal food product	cream of wheat			A finely ground wheat cereal food product, specifically farina, that is cooked with water or milk to create a smooth and creamy porridge. 																USDA
FOODON:00005564	FOODON:00005292	puffed rice cereal	puffed rice cereal (fortified)			Puffed rice cereal that has been fortified to enhance its nutritional value.																USDA
FOODON:00005565	FOODON:00005293	puffed wheat cereal	puffed wheat cereal (fortified)			Puffed wheat cereal that has been fortified to enhance its nutritional value.																USDA
	FOODON:00005294	sunflower food product	sunflower seed butter DUPLICATE			A seed butter that is made from ground sunflower seeds.																USDA
FOODON:00005567	FOODON:00005295	noodle	cellophane noodle			Noodle that is made from starch, typically mung bean or sweet potato starch, that becomes soft and transparent when cooked. 	https://en.wikipedia.org/wiki/Cellophane_noodles					glass noodle|chinese cellophane noodle|fensi						They are called "cellophane noodles" or "glass noodles" due to their transparent, glass-like appearance.				USDA
FOODON:00005568	FOODON:00005296	common oat cereal food product 	quick oats			Whole oat groats that are pre-cooked, dried, and then rolled into thinner flakes to reduce cooking time																USDA
FOODON:00005569	FOODON:00005297	quick oats	quick oats (with iron)			Quick oats that have been fortified with added iron. 																USDA
FOODON:00005570	FOODON:00005298	beef sausage	lebanon bologna			A type of beef sausage that is cured, smoked, and fermented semi dry, originating from Lebanon County, Pennsylvania.	https://en.wikipedia.org/wiki/Lebanon_bologna															USDA
FOODON:00005571	FOODON:00005299	hominy grits	white hominy grits			Hominy grits made from white corn that has undergone nixtamalization, a process involving soaking and cooking the corn in an alkaline solution to remove the hull and soften the kernels.																USDA
FOODON:00005572	FOODON:00005300	processed pork meat food product	pork liver cheese			Liver cheese that is made primarily from ground pork liver.																USDA
FOODON:00005573	FOODON:00005301	cereal grain food product	cereal grain beverage			A drink made from processed cereal grains, such as wheat, rice, barley, or oats, often combined with water, flavorings, and sweeteners.																USDA
FOODON:00005574	FOODON:00005302	cereal grain beverage	cereal grain-based coffee substitute			A beverage made from roasted cereal grains that is intended to be used as an alternative to coffee.																USDA
FOODON:00005575	FOODON:00005303	coffee beverage	espresso			A coffee beverage brewed by forcing hot water under high pressure through finely-ground coffee beans.																USDA
FOODON:00005576	FOODON:00005304	espresso	"espresso (decaffeinated)
"			An espresso coffee made using coffee beans from which most of the caffeine has been removed. 																
FOODON:00005577	FOODON:00005305	soy protein isolate	soy protein isolate (potassium fortified)			A soy protein isolate that has been fortified with potassium, to enhance its mineral content while providing a high concentration of protein.																USDA
FOODON:00005578	FOODON:00005306	soy protein	soy protein concentrate			A concentrated soy protein product derived from whole soybeans, containing approximately 70% protein. It is produced by partially removing fats and carbohydrates while retaining some natural nutrients and fiber, making it suitable for various food applications.																USDA
FOODON:00005579	FOODON:00005307	cow whey	acid whey			A byproduct of cheese production, specifically from the manufacturing of soft cheeses, such as cottage cheese or cream cheese. It is characterized by a lower pH and higher acidity.	https://en.wikipedia.org/wiki/Whey					sour whey										USDA
FOODON:00005580	FOODON:00005308	cow whey	sweet whey			A byproduct of cheese production, primarily from the manufacturing of hard cheeses, such as cheddar or gouda.	https://en.wikipedia.org/wiki/Whey															USDA
FOODON:00005445		stew	moose stew			A stew made from moose meat.																
FOODON:00005446		stew	acorn stew			A stew made from acorn.																
FOODON:00005447		stew	corn stew			A stew made from corn.																
FOODON:00005448		bread	tennis bread			A type of bread that is often sweetened with ingredients like sugar, butter, and cinnamon, and may include additional flavorings such as dried fruit or nuts. 																
FOODON:00005449		coconut food product	coconut water			The naturally occurring liquid extracted from a young, green coconut.																
FOODON:00005581	FOODON:00005410	water (bottled)	non-carbonated water (bottled)			Water that is bottled without the addition of carbon dioxide, making it still and free of bubbles or fizz																
FOODON:00005582	FOODON:00005411	butter	butter (light)			A butter with reduced fat content, made by adding water, air, or non-fat milk solids.																
FOODON:00005583	FOODON:00005412	gourd food product	Kanpyo			The dried shavings of Lagenaria siceraria var. hispida, a variety of calabash gourd.																
FOODON:00005584	FOODON:00005413	head cheese	pork head cheese			Headcheese made from pork.																
FOODON:00005585	FOODON:00005414	meat spread|liver food product	liverwurst spread			A meat spread made from liver, typically from pork or beef, combined with fat, spices, and other seasonings to create a smooth, spreadable product.																
FOODON:00005586	FOODON:00005415	peanut food product|flour	peanut flour			A flour made from crushed, fully or partly defatted peanuts.																
FOODON:00005587	FOODON:00005416	syrup	malt syrup		 	A syrup made from malted barley or grains.																
FOODON:00005588	FOODON:00005417	pork meat food product	pork loaf			A blend of pork, fat, and spices, pressed into a loaf shape.																
FOODON:00005589	FOODON:00005418	dietary supplement, amino acid or protein	soy-based protein powder			A plant-based protein supplement what is derived from soybeans.																
FOODON:00005590	FOODON:00005419	dietary supplement, amino acid or protein	whey-based protein powder			 A protein supplement made from whey, the liquid byproduct that is separated during the process of making cheese from milk.																
FOODON:00005591	FOODON:00005420	ham food product	ham			Pork hind leg, cured, smoked or cooked. 																
FOODON:00005592	FOODON:00005421	ham food product|ham	ham patty			A patty made from ground or finely chopped ham.																
FOODON:00005593	FOODON:00005422	ham food product|animal steak	ham steak			An animal steak that comes from the hind leg of the pig (the ham).																
FOODON:00005594	FOODON:00005423	pork cured meat food product	pork breakfast strip			A thin slice of pork that is specifically prepared for breakfast.																
FOODON:00005595		berry juice	chilchen			A beverage that is made from red berries.																
				food (canned)' and 'derives from' some [part of plant or animal]																		
FOODON:03301003		pineapple food product	pineapple (canned)	'food (canned)' and 'derives from' some pineapple						pineapple												
FOODON:03301085		shrimp food product	shrimp (canned)	'food (canned)' and 'derives from' some shrimp				shrimp														
FOODON:03301087		salmon food product	salmon (canned)	food (canned)' and 'derives from' some salmon				salmon														
FOODON:03301151		mussel food product	mussel (canned)	food (canned)' and 'derives from' some mussel				mussel														
FOODON:03301155		clam food product	clam (canned)	food (canned)' and 'derives from' some clam				clam														
FOODON:03301165		albacore food product	albacore (canned)	food (canned)' and 'derives from' some albacore				albacore														
